,Id,text,class,cleaned_text,bag_of_words,,,,
2951,tweet_2952,"QT @MalikBirpal: @nstomar @narendramodi How bank give Loan to company who has rented land ? This way all tenants can take home Loan ? Why different rule for farmers @nsitharaman @ashokgehlot51 @RajCMO This case should be sent to Bjp Govt to tell them why farmers are protesting @RahulGandhi ; रणवीर भादू गाँव भादवा(Hanumangarh,Raj.) से है इन्होंने अपनी 10 एकड़ जमीन कॉंट्रैक्ट फार्मिंग पर एक कम्पनी को दी थी वो कम्पनी इनकी जमीन पर 5.60 करोड़ का लोन उठाकर भाग गई अब SDM ने इनकी जमीन की कुर्की निकाल रखी है। अब बताओ क्या करे किसान ? https://t.co/BCgGwdoonc",0," malikbirpal nstomar narendramodi how bank give loan to company who has rented land ? this way all tenants can take home loan ? why different rule for farmers nsitharaman ashokgehlot51 rajcmo this case should be sent to bjp govt to tell them why farmers are protesting rahulgandhi ; रणवीर भादू गाँव भादवा(hanumangarh,raj.) से है इन्होंने अपनी 10 एकड़ जमीन कॉंट्रैक्ट फार्मिंग पर एक कम्पनी को दी थी वो कम्पनी इनकी जमीन पर 5.60 करोड़ का लोन उठाकर भाग गई अब sdm ने इनकी जमीन की कुर्की निकाल रखी है। अब बताओ क्या करे किसान ? ","['  ', 'malikbirpal', 'nstomar', 'narendramodi', 'bank', 'loan', 'company', 'rent', 'land', 'way', 'tenant', 'home', 'loan', 'different', 'rule', 'farmers', 'nsitharaman', 'ashokgehlot51', 'rajcmo', 'case', 'send', 'bjp', 'govt', 'tell', 'farmer', 'protest', 'rahulgandhi', 'रणवीर', 'भादू', 'गाँव', 'भादवा(hanumangarh', 'raj', 'इन्होंने', '10', 'एकड़', 'जमीन', 'कॉंट्रैक्ट', 'फार्मिंग', 'कम्पनी', 'दी', 'वो', 'कम्पनी', 'इनकी', 'जमीन', '5.60', 'करोड़', 'लोन', 'उठाकर', 'भाग', 'गई', 'अब', 'sdm', 'इनकी', 'जमीन', 'कुर्की', 'निकाल', 'रखी', 'अब', 'बताओ', 'क्या', 'करे', 'किसान']",,,,
2952,tweet_2953,@NakulDoliya @INCIndia Mallya ne 2004 Nirav ne 2011 Choksi ne 2012.. Ab loan dene waalo ne itne saal kuch nhi bola jab unko pata chala ki ab lag jaayenge to bhaag gaye... Phir tere jaise log existing govt pe chadne lagte hai.. jaa bey,0, nakuldoliya incindia mallya ne 2004 nirav ne 2011 choksi ne 2012.. ab loan dene waalo ne itne saal kuch nhi bola jab unko pata chala ki ab lag jaayenge to bhaag gaye... phir tere jaise log existing govt pe chadne lagte hai.. jaa bey,"['  ', 'nakuldoliya', 'incindia', 'mallya', 'ne', '2004', 'nirav', 'ne', '2011', 'choksi', 'ne', '2012', 'ab', 'loan', 'dene', 'waalo', 'ne', 'itne', 'saal', 'kuch', 'nhi', 'bola', 'jab', 'unko', 'pata', 'chala', 'ki', 'ab', 'lag', 'jaayenge', 'bhaag', 'gaye', 'phir', 'tere', 'jaise', 'log', 'exist', 'govt', 'pe', 'chadne', 'lagte', 'hai', 'jaa', 'bey']",,,,
2953,tweet_2954,@NakulDoliya @INCIndia Nirav modi or 21 logo ne 2014 ke baad loan liya tha?,0, nakuldoliya incindia nirav modi or 21 logo ne 2014 ke baad loan liya tha?,"['  ', 'nakuldoliya', 'incindia', 'nirav', 'modi', '21', 'logo', 'ne', '2014', 'ke', 'baad', 'loan', 'liya', 'tha']",,,,
2954,tweet_2955,"RT @ETHindi: Credit Card loan: क्रेडिट कार्ड से लोन लेना फायदे का सौदा या नुकसान की वजह, जानिए इसके बारे में https://t.co/dlGwdEXCOd via @NavbharatTimes #CreditCard #PersonalLoan #Loan https://t.co/IFieMuwV8d",0," ethindi credit card loan क्रेडिट कार्ड से लोन लेना फायदे का सौदा या नुकसान की वजह, जानिए इसके बारे में ","['  ', 'ethindi', 'credit', 'card', 'loan', 'क्रेडिट', 'कार्ड', 'लोन', 'लेना', 'फायदे', 'सौदा', 'नुकसान', 'वजह', 'जानिए', 'बारे']",,,,
2955,tweet_2956,"Credit Card loan: क्रेडिट कार्ड से लोन लेना फायदे का सौदा या नुकसान की वजह, जानिए इसके बारे में https://t.co/dlGwdEXCOd via @NavbharatTimes #CreditCard #PersonalLoan #Loan https://t.co/IFieMuwV8d",0,"credit card loan क्रेडिट कार्ड से लोन लेना फायदे का सौदा या नुकसान की वजह, जानिए इसके बारे में ","['credit', 'card', 'loan', 'क्रेडिट', 'कार्ड', 'लोन', 'लेना', 'फायदे', 'सौदा', 'नुकसान', 'वजह', 'जानिए', 'बारे']",,,,
2956,tweet_2957,@NakulDoliya @INCIndia Acha or tujhe kisne bola ki loan modi ne pass kiya .. tu bank me naukar laga hai??,0, nakuldoliya incindia acha or tujhe kisne bola ki loan modi ne pass kiya .. tu bank me naukar laga hai??,"['  ', 'nakuldoliya', 'incindia', 'acha', 'tujhe', 'kisne', 'bola', 'ki', 'loan', 'modi', 'ne', 'pass', 'kiya', 'tu', 'bank', 'naukar', 'laga', 'hai']",,,,
2957,tweet_2958,"@NakulDoliya @INCIndia Proof dene ke liye hona bhi chahiye, tere jaise congress ke bhaand proof ke bina hi uchalte rehte hai. Companies ko loan 2014 ke baad nahi mila tha... Usse pehle mila tha.. Mallya kya 2014 ke baad hi dikha sabko.. Tu padh le hutiye... Akal ke andhe.",0," nakuldoliya incindia proof dene ke liye hona bhi chahiye, tere jaise congress ke bhaand proof ke bina hi uchalte rehte hai. companies ko loan 2014 ke baad nahi mila tha... usse pehle mila tha.. mallya kya 2014 ke baad hi dikha sabko.. tu padh le hutiye... akal ke andhe.","['  ', 'nakuldoliya', 'incindia', 'proof', 'dene', 'ke', 'liye', 'hona', 'bhi', 'chahiye', 'tere', 'jaise', 'congress', 'ke', 'bhaand', 'proof', 'ke', 'bina', 'hi', 'uchalte', 'rehte', 'hai', 'companies', 'ko', 'loan', '2014', 'ke', 'baad', 'nahi', 'mila', 'tha', 'usse', 'pehle', 'mila', 'tha', 'mallya', 'kya', '2014', 'ke', 'baad', 'hi', 'dikha', 'sabko', 'tu', 'padh', 'le', 'hutiye', 'akal', 'ke', 'andhe']",,,,
2959,tweet_2960,@maivirajhoon @INCIndia Padh le chutiya Tu jese aaand ko proof dene Nahi baitha Mai Aur rhi BAAT yhaan BAAT kisaan ki tere badhwe ko chaatni h Modi ko .. Loan Modi Sarkar m Gujarat Mao hua .. Itne logg Sarkar ko Chunna laga diye proof chaiye ..,0, maivirajhoon incindia padh le chutiya tu jese aaand ko proof dene nahi baitha mai aur rhi baat yhaan baat kisaan ki tere badhwe ko chaatni h modi ko .. loan modi sarkar m gujarat mao hua .. itne logg sarkar ko chunna laga diye proof chaiye ..,"['  ', 'maivirajhoon', 'incindia', 'padh', 'le', 'chutiya', 'tu', 'jese', 'aaand', 'ko', 'proof', 'dene', 'nahi', 'baitha', 'mai', 'aur', 'rhi', 'baat', 'yhaan', 'baat', 'kisaan', 'ki', 'tere', 'badhwe', 'ko', 'chaatni', 'h', 'modi', 'ko', 'loan', 'modi', 'sarkar', 'm', 'gujarat', 'mao', 'hua', 'itne', 'logg', 'sarkar', 'ko', 'chunna', 'laga', 'diye', 'proof', 'chaiye']",,,,
2960,tweet_2961,@maivirajhoon @INCIndia Middle class logg zinda rhne k lie loan Nahi lete Kisaan Lete h Tax Mai relaxation maango fir kyu budget Mai relax Nahi Kia tax badha kyu dia ? ISS par baat Karo ..Kisi ko fyda ho rha usse jalne ki jgh tumko fyda ho ESI BAAT Karo par Modi ki Galti dikhti Nahi,0, maivirajhoon incindia middle class logg zinda rhne k lie loan nahi lete kisaan lete h tax mai relaxation maango fir kyu budget mai relax nahi kia tax badha kyu dia ? iss par baat karo ..kisi ko fyda ho rha usse jalne ki jgh tumko fyda ho esi baat karo par modi ki galti dikhti nahi,"['  ', 'maivirajhoon', 'incindia', 'middle', 'class', 'logg', 'zinda', 'rhne', 'k', 'lie', 'loan', 'nahi', 'lete', 'kisaan', 'lete', 'h', 'tax', 'mai', 'relaxation', 'maango', 'fir', 'kyu', 'budget', 'mai', 'relax', 'nahi', 'kia', 'tax', 'badha', 'kyu', 'dia', 'iss', 'par', 'baat', 'karo', 'kisi', 'ko', 'fyda', 'ho', 'rha', 'usse', 'jalne', 'ki', 'jgh', 'tumko', 'fyda', 'ho', 'esi', 'baat', 'karo', 'par', 'modi', 'ki', 'galti', 'dikhti', 'nahi']",,,,
2962,tweet_2963,@NakulDoliya @INCIndia Or middleclass family waale jo loan lete hai uska kya?? Kabhi waive hua? Tax bharne waale bas poori zindagi tax bhare... Milta kya hai ? Ghanta. .,0, nakuldoliya incindia or middleclass family waale jo loan lete hai uska kya?? kabhi waive hua? tax bharne waale bas poori zindagi tax bhare... milta kya hai ? ghanta. .,"['  ', 'nakuldoliya', 'incindia', 'middleclass', 'family', 'waale', 'jo', 'loan', 'lete', 'hai', 'uska', 'kya', 'kabhi', 'waive', 'hua', 'tax', 'bharne', 'waale', 'bas', 'poori', 'zindagi', 'tax', 'bhare', 'milta', 'kya', 'hai', 'ghanta']",,,,
2963,tweet_2964,@maivirajhoon @INCIndia RBI Kisi k baap Nahi h toh tere baap Modi ne adani ko 8000 Cr Ka loan aur har plant lagane k lie Pani jamin Mai chutt Apne political power se jgh khali krwa Kar subsidiary Deta h.aur bijli k rate adani fix krta h... donation isko Bolte h ..whaan toh muh band yhaan bhookh rha,0, maivirajhoon incindia rbi kisi k baap nahi h toh tere baap modi ne adani ko 8000 cr ka loan aur har plant lagane k lie pani jamin mai chutt apne political power se jgh khali krwa kar subsidiary deta h.aur bijli k rate adani fix krta h... donation isko bolte h ..whaan toh muh band yhaan bhookh rha,"['  ', 'maivirajhoon', 'incindia', 'rbi', 'kisi', 'k', 'baap', 'nahi', 'h', 'toh', 'tere', 'baap', 'modi', 'ne', 'adani', 'ko', '8000', 'cr', 'ka', 'loan', 'aur', 'har', 'plant', 'lagane', 'k', 'lie', 'pani', 'jamin', 'mai', 'chutt', 'apne', 'political', 'power', 'se', 'jgh', 'khali', 'krwa', 'kar', 'subsidiary', 'deta', 'h.aur', 'bijli', 'k', 'rate', 'adani', 'fix', 'krta', 'h', 'donation', 'isko', 'bolte', 'h', 'whaan', 'toh', 'muh', 'band', 'yhaan', 'bhookh', 'rha']",,,,
2964,tweet_2965,"@NakulDoliya @INCIndia Khaane ka paisa dete hai mufth me nahi khaate. Or loan lete ho to chukaya bhi karo nah, sab log agar loan leke waive off karne lage to phir usko loan kyu bolte hai, donation boldo. Sarkaar nahi leti interest, banks leti hai or RBI kisike baap ka nahi hai.",0," nakuldoliya incindia khaane ka paisa dete hai mufth me nahi khaate. or loan lete ho to chukaya bhi karo nah, sab log agar loan leke waive off karne lage to phir usko loan kyu bolte hai, donation boldo. sarkaar nahi leti interest, banks leti hai or rbi kisike baap ka nahi hai.","['  ', 'nakuldoliya', 'incindia', 'khaane', 'ka', 'paisa', 'dete', 'hai', 'mufth', 'nahi', 'khaate', 'loan', 'lete', 'ho', 'chukaya', 'bhi', 'karo', 'nah', 'sab', 'log', 'agar', 'loan', 'leke', 'waive', 'karne', 'lage', 'phir', 'usko', 'loan', 'kyu', 'bolte', 'hai', 'donation', 'boldo', 'sarkaar', 'nahi', 'leti', 'interest', 'bank', 'leti', 'hai', 'rbi', 'kisike', 'baap', 'ka', 'nahi', 'hai']",,,,
2965,tweet_2966,@sayani_pandit Bhai puch le. Risk Hai to Ishq hai 😉,0, sayani_pandit bhai puch le. risk hai to ishq hai 😉,"['  ', 'sayani_pandit', 'bhai', 'puch', 'le', 'risk', 'hai', 'ishq', 'hai', '😉']",,,,
2966,tweet_2967,"Sir, ek rqst hai ki CORONA SAMAY me JANTA ki kamaai band hai, Middle/poor class, jo time par BANK/PVT FARM ko LOAN KA EMI n de paaye ho, pure CORONA-PERIOD me unke FINE ko MAAF kiya jaay, r CIBIL me kisi tarah ki dilkat n ho ,esa instruct kare@FinMinIndia @CIBIL_Official @RBI",0,"sir, ek rqst hai ki corona samay me janta ki kamaai band hai, middle/poor class, jo time par bank/pvt farm ko loan ka emi n de paaye ho, pure corona-period me unke fine ko maaf kiya jaay, r cibil me kisi tarah ki dilkat n ho ,esa instruct kare finminindia cibil_official rbi","['sir', 'ek', 'rqst', 'hai', 'ki', 'corona', 'samay', 'janta', 'ki', 'kamaai', 'band', 'hai', 'middle', 'poor', 'class', 'jo', 'time', 'par', 'bank', 'pvt', 'farm', 'ko', 'loan', 'ka', 'emi', 'n', 'de', 'paaye', 'ho', 'pure', 'corona', 'period', 'unke', 'fine', 'ko', 'maaf', 'kiya', 'jaay', 'r', 'cibil', 'kisi', 'tarah', 'ki', 'dilkat', 'n', 'ho', 'esa', 'instruct', 'kare', 'finminindia', 'cibil_official', 'rbi']",,,,
2967,tweet_2968,"@satyagodara @MalikBirpal Iska propaganda kabhi band nai hota hai. Koi detail nahin, kis provision me ye contract hua hai, kis date me hua hai. Loan farmer ne liya ya businessman ne, kuch nai pata. But blame naye bill ko he karenge.",0," satyagodara malikbirpal iska propaganda kabhi band nai hota hai. koi detail nahin, kis provision me ye contract hua hai, kis date me hua hai. loan farmer ne liya ya businessman ne, kuch nai pata. but blame naye bill ko he karenge.","['  ', 'satyagodara', 'malikbirpal', 'iska', 'propaganda', 'kabhi', 'band', 'nai', 'hota', 'hai', 'koi', 'detail', 'nahin', 'kis', 'provision', 'ye', 'contract', 'hua', 'hai', 'kis', 'date', 'hua', 'hai', 'loan', 'farmer', 'ne', 'liya', 'ya', 'businessman', 'ne', 'kuch', 'nai', 'pata', 'blame', 'naye', 'bill', 'ko', 'karenge']",,,,
2969,tweet_2970,@farazmsyed @vishishtindia @JAfridi10 @HopeMarsMission Abe chaman chutiye .... Tu kaunsa sasta nasha karta hai ...Gareeb .. poora pakistan bechna padega na phir bhi tum logo ka loan ka interest poora Nahi hoga chuka ke ... Bhikhariiiiiiiiii,0, farazmsyed vishishtindia jafridi10 hopemarsmission abe chaman chutiye .... tu kaunsa sasta nasha karta hai ...gareeb .. poora pakistan bechna padega na phir bhi tum logo ka loan ka interest poora nahi hoga chuka ke ... bhikhariiiiiiiiii,"['  ', 'farazmsye', 'vishishtindia', 'jafridi10', 'hopemarsmission', 'abe', 'chaman', 'chutiye', 'tu', 'kaunsa', 'sasta', 'nasha', 'karta', 'hai', 'gareeb', 'poora', 'pakistan', 'bechna', 'padega', 'na', 'phir', 'bhi', 'tum', 'logo', 'ka', 'loan', 'ka', 'interest', 'poora', 'nahi', 'hoga', 'chuka', 'ke', 'bhikhariiiiiiiiii']",,,,
2970,tweet_2971,"@SajjadullahMoh2 @drdose_ @Kan__Fatima @ImranKhanPTI China M00T raha teri masjido me chewtiye darkpok hijde. organ nikaal raha zinda,poori duniya ko pata ye baat, par tera ye phattu PM bolta hai mujhe nai pata 😂 aur ye sab kis liye? 1 billion ke loan ke liye? Ambami apna ghar bech de na toh 2 baar karota bhar jaye tere desh ka",0," sajjadullahmoh2 drdose_ kan__fatima imrankhanpti china m00t raha teri masjido me chewtiye darkpok hijde. organ nikaal raha zinda,poori duniya ko pata ye baat, par tera ye phattu pm bolta hai mujhe nai pata 😂 aur ye sab kis liye? 1 billion ke loan ke liye? ambami apna ghar bech de na toh 2 baar karota bhar jaye tere desh ka","['  ', 'sajjadullahmoh2', 'drdose', 'kan__fatima', 'imrankhanpti', 'china', 'm00', 't', 'raha', 'teri', 'masjido', 'chewtiye', 'darkpok', 'hijde', 'organ', 'nikaal', 'raha', 'zinda', 'poori', 'duniya', 'ko', 'pata', 'ye', 'baat', 'par', 'tera', 'ye', 'phattu', 'pm', 'bolta', 'hai', 'mujhe', 'nai', 'pata', '😂', 'aur', 'ye', 'sab', 'kis', 'liye', '1', 'billion', 'ke', 'loan', 'ke', 'liye', 'ambami', 'apna', 'ghar', 'bech', 'de', 'na', 'toh', '2', 'baar', 'karota', 'bhar', 'jaye', 'tere', 'desh', 'ka']",,,,
2971,tweet_2972,@narendramodi Gujarat me builder log mar rhe 3 saal se koy bikri nahi he khali biyaj bhar rhe. Uska kuchh kro modi ji. Nye niyam or kayde bank loan ka rate km hone ke bajy badhta ja rha he. 6o te log apna home nahi le pa rhe he. Or lon vale jo 9 take pe loan de rhe the vahi log ne abhi 10,0, narendramodi gujarat me builder log mar rhe 3 saal se koy bikri nahi he khali biyaj bhar rhe. uska kuchh kro modi ji. nye niyam or kayde bank loan ka rate km hone ke bajy badhta ja rha he. 6o te log apna home nahi le pa rhe he. or lon vale jo 9 take pe loan de rhe the vahi log ne abhi 10,"['  ', 'narendramodi', 'gujarat', 'builder', 'log', 'mar', 'rhe', '3', 'saal', 'se', 'koy', 'bikri', 'nahi', 'khali', 'biyaj', 'bhar', 'rhe', 'uska', 'kuchh', 'kro', 'modi', 'ji', 'nye', 'niyam', 'kayde', 'bank', 'loan', 'ka', 'rate', 'km', 'hone', 'ke', 'bajy', 'badhta', 'ja', 'rha', '6o', 'te', 'log', 'apna', 'home', 'nahi', 'le', 'pa', 'rhe', 'lon', 'vale', 'jo', '9', 'pe', 'loan', 'de', 'rhe', 'vahi', 'log', 'ne', 'abhi', '10']",,,,
2972,tweet_2973,@narendramodi Jai Shree Ram ek aam mazdoor ko itr jaroori kya pm awas yojana me liye mere bhai mazdoor hain aur inhen pm awaas yojana chahiye Nizamabad SBI ke main branch mein kehte hain Ki ITR ke bagair loan nahin milega(Telangana) state ka panchayat hain sir,0, narendramodi jai shree ram ek aam mazdoor ko itr jaroori kya pm awas yojana me liye mere bhai mazdoor hain aur inhen pm awaas yojana chahiye nizamabad sbi ke main branch mein kehte hain ki itr ke bagair loan nahin milega(telangana) state ka panchayat hain sir,"['  ', 'narendramodi', 'jai', 'shree', 'ram', 'ek', 'aam', 'mazdoor', 'ko', 'itr', 'jaroori', 'kya', 'pm', 'awas', 'yojana', 'liye', 'mere', 'bhai', 'mazdoor', 'hain', 'aur', 'inhen', 'pm', 'awaas', 'yojana', 'chahiye', 'nizamabad', 'sbi', 'ke', 'main', 'branch', 'mein', 'kehte', 'hain', 'ki', 'itr', 'ke', 'bagair', 'loan', 'nahin', 'milega(telangana', 'state', 'ka', 'panchayat', 'hain', 'sir']",,,,
2973,tweet_2974,Mudra scheme mein loan lena kitna difficult hain kya aapko pata hain jo business start karna chahte hain unke bank statement/audit report/ITR kaha se milega? लोकसभा: प्राइवेटाइजेशन के बचाव में बोले पीएम मोदी- सबकुछ बाबू करेंगे क्या?... via @aajtak https://t.co/iKPOnoJOOT,0,mudra scheme mein loan lena kitna difficult hain kya aapko pata hain jo business start karna chahte hain unke bank statement/audit report/itr kaha se milega? लोकसभा प्राइवेटाइजेशन के बचाव में बोले पीएम मोदी- सबकुछ बाबू करेंगे क्या?... via aajtak ,"['mudra', 'scheme', 'mein', 'loan', 'lena', 'kitna', 'difficult', 'hain', 'kya', 'aapko', 'pata', 'hain', 'jo', 'business', 'start', 'karna', 'chahte', 'hain', 'unke', 'bank', 'statement', 'audit', 'report', 'itr', 'kaha', 'se', 'milega', 'लोकसभा', 'प्राइवेटाइजेशन', 'बचाव', 'बोले', 'पीएम', 'मोदी-', 'सबकुछ', 'बाबू', 'करेंगे', 'क्या', 'aajtak']",,,,
2980,tweet_2981,WO LOG JO LOW INCOME HOUDING SCEME K LIYE BANK YA HELP DESK STATE BANK ME JATY HAI PLZ WAHA MAT JAYE YE SAB CHOOOR HAI BEGAIRAT INSAN HAI YE LOG KOI LOAN NAE DY RAHY YE SIRF MAZAK BANA RAHY HAI LOGO KA CHOOR HAI STATE BANK WALYYY.,0,wo log jo low income houding sceme k liye bank ya help desk state bank me jaty hai plz waha mat jaye ye sab chooor hai begairat insan hai ye log koi loan nae dy rahy ye sirf mazak bana rahy hai logo ka choor hai state bank walyyy.,"['wo', 'log', 'jo', 'low', 'income', 'houde', 'sceme', 'k', 'liye', 'bank', 'ya', 'help', 'desk', 'state', 'bank', 'jaty', 'hai', 'plz', 'waha', 'mat', 'jaye', 'ye', 'sab', 'chooor', 'hai', 'begairat', 'insan', 'hai', 'ye', 'log', 'koi', 'loan', 'nae', 'dy', 'rahy', 'ye', 'sirf', 'mazak', 'bana', 'rahy', 'hai', 'logo', 'ka', 'choor', 'hai', 'state', 'bank', 'walyyy']",,,,
2983,tweet_2984,"@kunalvarma Sir Maine Loan liya tha Moneytap se, Mujhe abhi mere pure 2 saal bache huee hai maine 1 saal Emi paid kr di hai main apna Loan Clear krna chahta hu , mujhe kitna Payment krna pdega , Mujhe koi bhi nhii bta rha , saare agent call kaat dete h . Please help me , Hel",0," kunalvarma sir maine loan liya tha moneytap se, mujhe abhi mere pure 2 saal bache huee hai maine 1 saal emi paid kr di hai main apna loan clear krna chahta hu , mujhe kitna payment krna pdega , mujhe koi bhi nhii bta rha , saare agent call kaat dete h . please help me , hel","['  ', 'kunalvarma', 'sir', 'maine', 'loan', 'liya', 'tha', 'moneytap', 'se', 'mujhe', 'abhi', 'mere', 'pure', '2', 'saal', 'bache', 'huee', 'hai', 'maine', '1', 'saal', 'emi', 'pay', 'kr', 'di', 'hai', 'main', 'apna', 'loan', 'clear', 'krna', 'chahta', 'hu', 'mujhe', 'kitna', 'payment', 'krna', 'pdega', 'mujhe', 'koi', 'bhi', 'nhii', 'bta', 'rha', 'saare', 'agent', 'kaat', 'dete', 'h', 'help', 'hel']",,,,
2984,tweet_2985,@GovindAgarwal_ Sir pls Meri bhi sun lijiue kafi baar like chuka hu par koi reply nahi aaya pls Mera bank loan clear karwa dijiye Jo kariban 1.5 lakh Tak hai.job chutane ke wajah se pareshani hu filhal koi bhi kaam karke Ghar Chala raha https://t.co/gG7bsHNQEy emi ruk gayee hai.pls help,0, govindagarwal_ sir pls meri bhi sun lijiue kafi baar like chuka hu par koi reply nahi aaya pls mera bank loan clear karwa dijiye jo kariban 1.5 lakh tak hai.job chutane ke wajah se pareshani hu filhal koi bhi kaam karke ghar chala raha ,"['  ', 'govindagarwal', 'sir', 'pls', 'meri', 'bhi', 'sun', 'lijiue', 'kafi', 'baar', 'like', 'chuka', 'hu', 'par', 'koi', 'reply', 'nahi', 'aaya', 'pls', 'mera', 'bank', 'loan', 'clear', 'karwa', 'dijiye', 'jo', 'kariban', '1.5', 'lakh', 'tak', 'hai.job', 'chutane', 'ke', 'wajah', 'se', 'pareshani', 'hu', 'filhal', 'koi', 'bhi', 'kaam', 'karke', 'ghar', 'chala', 'raha']",,,,
2988,tweet_2989,@HDFC_Bank Aap ke DSC baranch ne mere sath frod Kiya h mene do lakh Ka prosanl loan Lene ke liye file lagayi but usne farji singture karke loan 8.80 lakh Kar diya USKO Mene refund Kiya to muje 12000 Ka lose huwa benk wale koi solution Nahi karte,0, hdfc_bank aap ke dsc baranch ne mere sath frod kiya h mene do lakh ka prosanl loan lene ke liye file lagayi but usne farji singture karke loan 8.80 lakh kar diya usko mene refund kiya to muje 12000 ka lose huwa benk wale koi solution nahi karte,"['  ', 'hdfc_bank', 'aap', 'ke', 'dsc', 'baranch', 'ne', 'mere', 'sath', 'frod', 'kiya', 'h', 'mene', 'lakh', 'ka', 'prosanl', 'loan', 'lene', 'ke', 'liye', 'file', 'lagayi', 'usne', 'farji', 'singture', 'karke', 'loan', '8.80', 'lakh', 'kar', 'diya', 'usko', 'mene', 'refund', 'kiya', 'muje', '12000', 'ka', 'lose', 'huwa', 'benk', 'wale', 'koi', 'solution', 'nahi', 'karte']",,,,
2989,tweet_2990,"@sahildwivedi857 @idesibanda @TheLallantop Paisa nikaalna, jma krna hi banking hai? Itna hi samjh paaye aap ab tak?",0," sahildwivedi857 idesibanda thelallantop paisa nikaalna, jma krna hi banking hai? itna hi samjh paaye aap ab tak?","['  ', 'sahildwivedi857', 'idesibanda', 'thelallantop', 'paisa', 'nikaalna', 'jma', 'krna', 'hi', 'banking', 'hai', 'itna', 'hi', 'samjh', 'paaye', 'aap', 'ab', 'tak']",,,,
2990,tweet_2991,"@sumitgu73524312 @Bajaj_Finance Kya hi bol rahe ho aap Sir. Maine bhi liya hai inse loan, meri puri family ne liya hai aisa humare sath to kabhi nahi hua. Dikkat aati hai toh ispe hum contact karte hai unhe https://t.co/AFUStUUgee aap bhi try karo",0," sumitgu73524312 bajaj_finance kya hi bol rahe ho aap sir. maine bhi liya hai inse loan, meri puri family ne liya hai aisa humare sath to kabhi nahi hua. dikkat aati hai toh ispe hum contact karte hai unhe ","['  ', 'sumitgu73524312', 'bajaj_finance', 'kya', 'hi', 'bol', 'rahe', 'ho', 'aap', 'sir', 'maine', 'bhi', 'liya', 'hai', 'inse', 'loan', 'meri', 'puri', 'family', 'ne', 'liya', 'hai', 'aisa', 'humare', 'sath', 'kabhi', 'nahi', 'hua', 'dikkat', 'aati', 'hai', 'toh', 'ispe', 'hum', 'contact', 'karte', 'hai', 'unhe']",,,,
2992,tweet_2993,@CryptooAdy Ady bhi m thoda thoda kar lata hu future risk management k saath . But aap bhi to call diya karo .,0, cryptooady ady bhi m thoda thoda kar lata hu future risk management k saath . but aap bhi to call diya karo .,"['  ', 'cryptooady', 'ady', 'bhi', 'm', 'thoda', 'thoda', 'kar', 'lata', 'hu', 'future', 'risk', 'management', 'k', 'saath', 'aap', 'bhi', 'diya', 'karo']",,,,
2995,tweet_2996,"RT @TV9Bharatvarsh: होम लोन बांटने में #SBI ने रच दिया इतिहास, डिजिटल पर है बैंक का फोकस. पढ़िए पूरी खबर.. #statebankofindia | #BAnks | #Banking | #Loans https://t.co/RSe2CEBtnu",0," tv9bharatvarsh होम लोन बांटने में sbi ने रच दिया इतिहास, डिजिटल पर है बैंक का फोकस. पढ़िए पूरी खबर.. statebankofindia | banks | banking | loans ","['  ', 'tv9bharatvarsh', 'होम', 'लोन', 'बांटने', 'sbi', 'रच', 'इतिहास', 'डिजिटल', 'बैंक', 'फोकस', 'पढ़िए', 'पूरी', 'खबर', 'statebankofindia', '|', 'bank', '|', 'banking', '|', 'loan']",,,,
2996,tweet_2997,"@S14Biggboss Aaj ki taza khabar 50 lakh ki trophy ke liye kisine 80 lakh ka PR kiya,. Woh bhi loan leke. Jisne bhi chapa hai woh sabse bade bewakoof hai aur jisne khabar main bharosa kiye hai. Woh duniya ke sabse bade ch....ya hai. Wah PR company khabar chapo jo real lage.",0," s14biggboss aaj ki taza khabar 50 lakh ki trophy ke liye kisine 80 lakh ka pr kiya,. woh bhi loan leke. jisne bhi chapa hai woh sabse bade bewakoof hai aur jisne khabar main bharosa kiye hai. woh duniya ke sabse bade ch....ya hai. wah pr company khabar chapo jo real lage.","['  ', 's14biggboss', 'aaj', 'ki', 'taza', 'khabar', '50', 'lakh', 'ki', 'trophy', 'ke', 'liye', 'kisine', '80', 'lakh', 'ka', 'pr', 'kiya', 'woh', 'bhi', 'loan', 'leke', 'jisne', 'bhi', 'chapa', 'hai', 'woh', 'sabse', 'bade', 'bewakoof', 'hai', 'aur', 'jisne', 'khabar', 'main', 'bharosa', 'kiye', 'hai', 'woh', 'duniya', 'ke', 'sabse', 'bade', 'ch', 'ya', 'hai', 'wah', 'pr', 'company', 'khabar', 'chapo', 'jo', 'real', 'lage']",,,,
